nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,data_source
GAB,"DF,MF",23-026,2003,14,10,746,8.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
CMR,MF,22-074,2004,10,1,227,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
,"MF,FW",18-096,2008,13,4,441,4.9,2,2,4,2,0,0,0,0,0.41,0.41,0.82,0.41,0.82,big5_club
SEN,GK,29-024,1997,8,8,706,7.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SEN,DF,21-350,2004,23,22,1940,21.6,2,1,3,2,0,0,5,2,0.09,0.05,0.14,0.09,0.14,big5_club
GHA,DF,25-121,2001,24,22,1963,21.8,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,big5_club
FRA,MF,19-316,2006,18,10,816,9.1,0,2,2,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,big5_club
RUS,MF,29-361,1996,25,21,1649,18.3,5,5,10,5,0,0,4,1,0.27,0.27,0.55,0.27,0.55,big5_club
ESP,"MF,FW",23-207,2002,25,10,1093,12.1,11,0,11,8,3,4,1,0,0.91,0.0,0.91,0.66,0.66,big5_club
BRA,"DF,MF",28-299,1997,22,17,1536,17.1,0,2,2,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12,big5_club
FRA,"DF,MF",21-038,2005,18,13,1191,13.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
SUI,"DF,MF",29-187,1996,24,23,2031,22.6,2,1,3,2,0,0,4,1,0.09,0.04,0.13,0.09,0.13,big5_club
MAR,MF,21-099,2005,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,DF,32-131,1994,9,7,688,7.6,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,big5_club
USA,FW,24-327,2001,30,26,2230,24.8,13,4,17,10,3,3,4,1,0.52,0.16,0.69,0.4,0.57,big5_club
NGA,FW,19-283,2006,15,3,385,4.3,2,0,2,2,0,0,0,0,0.47,0.0,0.47,0.47,0.47,big5_club
FRA,MF,19-295,2006,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,"MF,DF",26-238,1999,33,28,2489,27.7,1,2,3,1,0,0,8,0,0.04,0.07,0.11,0.04,0.11,big5_club
FRA,"MF,DF",21-224,2004,15,12,967,10.7,0,3,3,0,0,0,3,0,0.0,0.28,0.28,0.0,0.28,big5_club
SEN,"MF,DF",27-090,1999,18,10,1013,11.3,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09,big5_club
SEN,MF,22-145,2004,24,22,1847,20.5,3,4,7,3,0,0,6,0,0.15,0.19,0.34,0.15,0.34,big5_club
FRA,FW,20-339,2005,2,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FIN,GK,36-183,1989,17,17,1439,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"MF,FW",24-090,2002,31,28,2400,26.7,6,6,12,6,0,0,3,0,0.23,0.23,0.45,0.23,0.45,big5_club
FRA,MF,22-035,2004,25,15,1381,15.3,3,3,6,3,0,0,7,1,0.2,0.2,0.39,0.2,0.39,big5_club
DEN,FW,23-107,2003,32,12,1074,11.9,2,2,4,2,0,0,0,0,0.17,0.17,0.34,0.17,0.34,big5_club
GHA,DF,27-039,1999,12,12,1080,12.0,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08,big5_club
FRA,MF,19-126,2007,4,0,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,FW,20-100,2006,7,1,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,33-072,1993,6,1,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SUI,GK,28-054,1998,19,17,1621,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
BEL,DF,18-284,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CIV,"MF,FW",24-145,2002,14,10,855,9.5,3,2,5,3,0,0,0,0,0.32,0.21,0.53,0.32,0.53,big5_club
BEL,MF,20-331,2005,8,0,171,1.9,1,1,2,1,0,0,0,0,0.53,0.53,1.05,0.53,1.05,big5_club
JPN,MF,31-130,1995,15,11,944,10.5,3,2,5,3,0,0,4,0,0.29,0.19,0.48,0.29,0.48,big5_club
GER,DF,29-247,1996,28,28,2353,26.1,0,0,0,0,0,0,8,2,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,"DF,MF",24-339,2001,14,7,616,6.8,0,2,2,0,0,0,4,0,0.0,0.29,0.29,0.0,0.29,big5_club
BEL,DF,28-053,1998,14,13,1141,12.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
CIV,DF,23-152,2002,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
LBY,DF,24-321,2001,13,10,969,10.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
MLI,FW,20-363,2005,10,1,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
POR,GK,35-237,1990,31,31,2788,31.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"FW,MF",19-270,2006,20,9,821,9.1,2,1,3,2,0,0,2,0,0.22,0.11,0.33,0.22,0.33,big5_club
MTN,MF,20-074,2006,11,1,250,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
NGA,DF,29-145,1997,26,25,2231,24.8,1,2,3,1,0,0,7,0,0.04,0.08,0.12,0.04,0.12,big5_club
FRA,MF,21-039,2005,27,14,1276,14.2,1,0,1,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07,big5_club
COL,"DF,MF",32-266,1993,14,12,907,10.1,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,big5_club
FRA,"MF,DF",30-130,1996,15,9,736,8.2,3,0,3,3,0,0,4,0,0.37,0.0,0.37,0.37,0.37,big5_club
FRA,MF,35-013,1991,16,8,655,7.3,0,1,1,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14,big5_club
FRA,"DF,MF",31-153,1994,8,7,607,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
KOR,MF,26-344,1999,6,3,284,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
MLI,"MF,DF",28-211,1997,13,9,803,8.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
CMR,FW,27-099,1999,13,10,839,9.3,3,1,4,2,1,1,1,0,0.32,0.11,0.43,0.21,0.32,big5_club
FRA,MF,23-216,2002,27,23,2173,24.1,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,big5_club
FRA,MF,23-015,2003,15,15,1260,14.0,1,1,2,1,0,0,2,1,0.07,0.07,0.14,0.07,0.14,big5_club
FRA,DF,28-107,1998,23,22,1961,21.8,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,big5_club
KOR,MF,25-074,2001,12,9,753,8.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"MF,DF",20-123,2006,23,16,1441,16.0,1,1,2,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,big5_club
MAD,"DF,MF",21-163,2004,6,2,261,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"FW,MF",23-059,2003,32,27,2494,27.7,6,4,10,6,0,1,6,0,0.22,0.14,0.36,0.22,0.36,big5_club
SWE,"FW,MF",23-147,2002,8,5,415,4.6,1,1,2,1,0,0,0,0,0.22,0.22,0.43,0.22,0.43,big5_club
GUI,MF,24-211,2001,12,11,918,10.2,0,2,2,0,0,0,2,0,0.0,0.2,0.2,0.0,0.2,big5_club
EGY,FW,28-179,1997,24,13,1152,12.8,4,0,4,4,0,0,1,0,0.31,0.0,0.31,0.31,0.31,big5_club
FRA,DF,27-138,1999,29,25,2301,25.6,0,1,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04,big5_club
SWE,GK,34-138,1992,3,2,182,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"MF,FW",36-079,1990,11,6,572,6.4,2,0,2,1,1,1,1,0,0.31,0.0,0.31,0.16,0.16,big5_club
FRA,DF,21-030,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,DF,18-127,2008,20,20,1721,19.1,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,big5_club
SRB,DF,32-056,1994,6,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"MF,FW",23-189,2002,10,5,477,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
MAR,FW,39-112,1987,25,11,941,10.5,3,0,3,3,0,1,0,0,0.29,0.0,0.29,0.29,0.29,big5_club
SLE,DF,20-045,2006,26,22,1958,21.8,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,big5_club
TUN,"MF,DF",32-157,1993,22,13,1187,13.2,3,0,3,3,0,0,4,1,0.23,0.0,0.23,0.23,0.23,big5_club
SEN,DF,21-364,2004,25,24,2097,23.3,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,big5_club
ALG,MF,21-169,2004,2,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CMR,FW,19-295,2006,6,0,138,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ALG,"FW,MF",26-073,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CGO,DF,18-262,2007,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BEL,MF,27-252,1998,26,21,1772,19.7,0,2,2,0,0,0,7,0,0.0,0.1,0.1,0.0,0.1,big5_club
BRA,DF,42-220,1983,12,9,849,9.4,0,1,1,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11,big5_club
FRA,MF,17-189,2008,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CIV,FW,23-144,2003,14,11,922,10.2,5,1,6,4,1,1,5,0,0.49,0.1,0.59,0.39,0.49,big5_club
FRA,MF,19-044,2007,3,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,20-122,2006,4,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
MAR,DF,19-251,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ALG,MF,26-245,1999,25,18,1694,18.8,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16,big5_club
SWE,"FW,MF",24-115,2002,22,7,644,7.2,1,0,1,1,0,0,3,0,0.14,0.0,0.14,0.14,0.14,big5_club
CIV,"MF,FW",29-143,1997,14,7,646,7.2,2,2,4,2,0,0,0,0,0.28,0.28,0.56,0.28,0.56,big5_club
FRA,"MF,DF",33-243,1992,30,28,2530,28.1,1,6,7,1,0,0,0,0,0.04,0.21,0.25,0.04,0.25,big5_club
FRA,"MF,FW",19-345,2006,13,3,531,5.9,1,0,1,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17,big5_club
ESP,FW,25-046,2001,23,9,880,9.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
GHA,DF,21-356,2004,29,28,2425,26.9,1,0,1,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04,big5_club
FRA,GK,33-083,1993,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"DF,MF",25-201,2000,29,26,2394,26.6,2,1,3,2,0,0,4,0,0.08,0.04,0.11,0.08,0.11,big5_club
FRA,"FW,MF",22-127,2004,24,20,1667,18.5,4,3,7,4,0,0,1,0,0.22,0.16,0.38,0.22,0.38,big5_club
FRA,MF,31-281,1994,31,20,1772,19.7,0,2,2,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1,big5_club
CAN,DF,26-057,2000,2,2,145,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
DOM,"DF,MF",29-139,1997,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GHA,MF,26-061,2000,18,12,911,10.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
MAR,"MF,FW",25-351,2000,33,26,2130,23.7,8,2,10,6,2,2,5,0,0.34,0.08,0.42,0.25,0.34,big5_club
FRA,MF,29-149,1996,8,3,275,3.1,0,1,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33,big5_club
NGA,FW,27-001,1999,10,6,488,5.4,2,0,2,2,0,0,0,0,0.37,0.0,0.37,0.37,0.37,big5_club
POR,MF,24-342,2001,15,5,532,5.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,23-022,2003,27,14,1367,15.2,3,2,5,3,0,0,1,1,0.2,0.13,0.33,0.2,0.33,big5_club
SEN,GK,26-191,1999,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
BDI,MF,27-211,1998,2,1,72,0.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,21-113,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"MF,DF",29-220,1996,29,26,2159,24.0,1,0,1,1,0,0,8,0,0.04,0.0,0.04,0.04,0.04,big5_club
MLI,"MF,DF",29-269,1996,24,9,982,10.9,5,1,6,5,0,0,3,0,0.46,0.09,0.55,0.46,0.55,big5_club
ITA,FW,36-095,1990,12,9,705,7.8,2,2,4,2,0,0,2,0,0.26,0.26,0.51,0.26,0.51,big5_club
ITA,DF,22-149,2003,13,13,1170,13.0,0,2,2,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,big5_club
MLI,DF,34-119,1992,18,14,1150,12.8,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,big5_club
ALG,"MF,FW",27-321,1998,29,26,2222,24.7,9,4,13,6,3,4,7,0,0.36,0.16,0.53,0.24,0.41,big5_club
CIV,FW,28-313,1997,25,12,1092,12.1,2,2,4,1,1,1,0,0,0.16,0.16,0.33,0.08,0.25,big5_club
FRA,"MF,FW",28-024,1998,23,13,1100,12.2,3,1,4,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33,big5_club
ALG,"FW,MF",34-086,1992,5,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,GK,35-322,1990,22,22,1980,22.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
BFA,MF,23-254,2002,5,1,121,1.3,1,0,1,1,0,0,2,0,0.74,0.0,0.74,0.74,0.74,big5_club
ITA,MF,21-253,2004,16,3,554,6.2,3,1,4,3,0,0,0,0,0.49,0.16,0.65,0.49,0.65,big5_club
ZIM,MF,29-338,1996,15,11,975,10.8,4,1,5,4,0,0,0,0,0.37,0.09,0.46,0.37,0.46,big5_club
FRA,FW,29-062,1997,10,1,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,28-173,1997,26,22,1960,21.8,0,3,3,0,0,0,11,0,0.0,0.14,0.14,0.0,0.14,big5_club
FRA,FW,19-113,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NGA,"MF,FW",30-318,1995,29,25,2001,22.2,3,3,6,3,0,0,1,0,0.13,0.13,0.27,0.13,0.27,big5_club
SEN,DF,26-079,2000,31,30,2717,30.2,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03,big5_club
FRA,DF,20-088,2006,26,18,1737,19.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
MLI,"FW,MF",34-012,1992,8,0,72,0.8,1,1,2,1,0,0,0,0,1.25,1.25,2.5,1.25,2.5,big5_club
FRA,GK,23-108,2003,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,DF,24-035,2002,23,21,1901,21.1,1,0,1,1,0,0,6,1,0.05,0.0,0.05,0.05,0.05,big5_club
FRA,MF,33-001,1993,22,20,1782,19.8,1,3,4,1,0,0,7,1,0.05,0.15,0.2,0.05,0.2,big5_club
FRA,FW,32-112,1994,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,18-074,2008,11,8,743,8.3,2,0,2,2,0,0,1,1,0.24,0.0,0.24,0.24,0.24,big5_club
ALG,DF,27-109,1999,15,13,1154,12.8,1,0,1,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08,big5_club
BEL,DF,27-355,1998,17,13,1144,12.7,0,1,1,0,0,0,6,2,0.0,0.08,0.08,0.0,0.08,big5_club
FRA,DF,34-237,1991,11,7,662,7.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
FIN,DF,26-032,2000,10,3,308,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,28-326,1997,23,9,825,9.2,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,big5_club
FRA,FW,24-283,2001,24,12,1013,11.3,5,0,5,4,1,1,0,0,0.44,0.0,0.44,0.36,0.36,big5_club
MAR,DF,27-203,1998,18,15,1375,15.3,2,2,4,2,0,0,3,1,0.13,0.13,0.26,0.13,0.26,big5_club
FRA,FW,23-266,2002,29,21,1743,19.4,11,1,12,11,0,0,2,0,0.57,0.05,0.62,0.57,0.62,big5_club
FRA,DF,19-126,2007,2,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,MF,18-134,2008,12,7,682,7.6,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,big5_club
FRA,"FW,MF",20-357,2005,23,16,1348,15.0,7,4,11,7,0,1,0,0,0.47,0.27,0.73,0.47,0.73,big5_club
ESP,MF,30-053,1996,20,13,1131,12.6,1,4,5,1,0,0,2,0,0.08,0.32,0.4,0.08,0.4,big5_club
POR,FW,24-340,2001,30,13,1318,14.6,6,1,7,5,1,2,4,1,0.41,0.07,0.48,0.34,0.41,big5_club
SEN,"FW,MF",18-122,2008,24,10,1006,11.2,3,2,5,3,0,0,0,0,0.27,0.18,0.45,0.27,0.45,big5_club
UKR,DF,23-267,2002,28,26,2387,26.5,1,0,1,1,0,0,6,0,0.04,0.0,0.04,0.04,0.04,big5_club
POR,MF,21-241,2004,21,13,1287,14.3,5,1,6,5,0,0,0,0,0.35,0.07,0.42,0.35,0.42,big5_club
GEO,FW,25-103,2001,28,18,1479,16.4,8,4,12,7,1,1,1,0,0.49,0.24,0.73,0.43,0.67,big5_club
KOR,"MF,FW",25-096,2001,27,18,1519,16.9,3,4,7,3,0,0,3,0,0.18,0.24,0.41,0.18,0.41,big5_club
BRA,"DF,MF",22-183,2003,20,18,1567,17.4,2,1,3,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17,big5_club
FRA,GK,24-201,2001,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,DF,30-101,1996,25,20,1747,19.4,0,3,3,0,0,0,4,0,0.0,0.15,0.15,0.0,0.15,big5_club
BRA,DF,32-012,1994,14,11,1052,11.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,17-336,2008,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
RUS,GK,27-090,1999,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,19-095,2007,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
POR,DF,23-341,2002,20,13,1256,14.0,4,5,9,3,1,1,1,0,0.29,0.36,0.64,0.21,0.57,big5_club
FRA,FW,29-011,1997,22,11,1063,11.8,10,7,17,8,2,3,0,0,0.85,0.59,1.44,0.68,1.27,big5_club
FRA,FW,18-143,2008,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,18-307,2007,10,3,360,4.0,1,1,2,1,0,0,1,0,0.25,0.25,0.5,0.25,0.5,big5_club
ITA,GK,19-320,2006,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"MF,FW",20-009,2006,26,21,1672,18.6,4,4,8,4,0,0,2,0,0.22,0.22,0.43,0.22,0.43,big5_club
POR,MF,26-102,2000,29,24,2119,23.5,1,7,8,1,0,0,2,0,0.04,0.3,0.34,0.04,0.34,big5_club
FRA,"DF,MF",20-079,2006,32,27,2447,27.2,3,4,7,3,0,0,3,0,0.11,0.15,0.26,0.11,0.26,big5_club
ECU,DF,24-222,2001,23,21,1914,21.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
MAR,DF,20-040,2006,20,17,1403,15.6,2,1,3,2,0,0,3,1,0.13,0.06,0.19,0.13,0.19,big5_club
ECU,MF,18-034,2008,6,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GHA,DF,25-356,2000,21,13,1186,13.2,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,big5_club
FRA,DF,24-362,2001,21,19,1724,19.2,1,0,1,1,0,0,4,0,0.05,0.0,0.05,0.05,0.05,big5_club
FRA,"FW,MF",27-343,1998,10,7,570,6.3,1,3,4,1,0,0,1,0,0.16,0.47,0.63,0.16,0.63,big5_club
TUR,FW,23-318,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SUI,FW,29-101,1997,31,20,1872,20.8,9,3,12,9,0,0,3,0,0.43,0.14,0.58,0.43,0.58,big5_club
FRA,GK,32-031,1994,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,big5_club
CMR,DF,24-250,2001,2,1,64,0.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,22-115,2004,24,12,981,10.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,26-038,2000,32,31,2511,27.9,20,5,25,17,3,4,3,0,0.72,0.18,0.9,0.61,0.79,big5_club
SUI,MF,24-099,2002,3,2,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FIN,MF,30-210,1995,4,0,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,"DF,MF",32-137,1994,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,20-066,2006,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
MAR,MF,24-269,2001,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,DF,20-317,2005,19,19,1671,18.6,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,18-227,2007,17,6,535,5.9,3,2,5,3,0,0,0,0,0.5,0.34,0.84,0.5,0.84,big5_club
FRA,DF,26-205,1999,27,25,2250,25.0,0,1,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04,big5_club
FRA,FW,19-075,2007,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"MF,FW",28-146,1997,32,15,1546,17.2,5,4,9,3,2,2,1,0,0.29,0.23,0.52,0.17,0.41,big5_club
CMR,DF,20-332,2005,19,7,805,8.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,27-330,1998,32,31,2653,29.5,3,1,4,3,0,0,5,1,0.1,0.03,0.14,0.1,0.14,big5_club
FRA,GK,20-252,2005,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SEN,MF,21-316,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
JOR,"MF,FW",28-350,1997,33,25,2212,24.6,6,6,12,6,0,0,4,0,0.24,0.24,0.49,0.24,0.49,big5_club
FRA,MF,20-103,2006,8,0,96,1.1,1,0,1,1,0,0,0,0,0.94,0.0,0.94,0.94,0.94,big5_club
POL,"MF,DF",31-044,1995,19,15,1210,13.4,1,2,3,1,0,0,5,0,0.07,0.15,0.22,0.07,0.22,big5_club
FRA,"DF,MF",24-010,2002,33,27,2533,28.1,1,5,6,1,0,0,2,0,0.04,0.18,0.21,0.04,0.21,big5_club
POL,MF,27-016,1999,16,10,776,8.6,1,3,4,1,0,0,2,0,0.12,0.35,0.46,0.12,0.46,big5_club
CIV,MF,31-019,1995,12,7,655,7.3,1,0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,big5_club
FRA,MF,31-170,1994,31,31,2745,30.5,2,5,7,2,0,0,6,0,0.07,0.16,0.23,0.07,0.23,big5_club
MAR,MF,21-092,2005,6,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ARG,DF,21-027,2005,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CIV,DF,23-152,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"MF,DF",20-216,2005,28,19,1768,19.6,2,0,2,2,0,0,2,0,0.1,0.0,0.1,0.1,0.1,big5_club
GUI,DF,20-088,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
IRL,DF,23-337,2002,25,13,1357,15.1,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,big5_club
ENG,"DF,MF",29-156,1996,20,19,1598,17.8,0,2,2,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11,big5_club
CIV,FW,23-155,2002,5,3,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BEL,MF,21-293,2004,27,23,2034,22.6,4,6,10,4,0,0,4,0,0.18,0.27,0.44,0.18,0.44,big5_club
