nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,data_source
JPN,"MF,FW",30,1994,20,8,664,7.4,1,0,1,1,0,0,2,0,0.14,0.0,0.14,0.14,0.14,big5_club
ESP,"DF,MF",27,1997,12,7,583,6.5,0,1,1,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15,big5_club
KVX,FW,31,1994,37,36,3128,34.8,23,1,24,18,5,7,4,1,0.66,0.03,0.69,0.52,0.55,big5_club
ANG,"FW,MF",23,2002,10,6,508,5.6,0,2,2,0,0,0,2,0,0.0,0.35,0.35,0.0,0.35,big5_club
ESP,"MF,DF",24,2000,28,17,1624,18.0,1,2,3,1,0,0,5,1,0.06,0.11,0.17,0.06,0.17,big5_club
ESP,"MF,FW",23,2001,31,26,2139,23.8,0,2,2,0,0,0,6,0,0.0,0.08,0.08,0.0,0.08,big5_club
ESP,GK,34,1991,2,1,136,1.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
CRO,FW,34,1991,37,35,2938,32.6,17,0,17,11,6,8,3,0,0.52,0.0,0.52,0.34,0.34,big5_club
ESP,DF,21,2004,17,2,343,3.8,1,0,1,1,0,0,1,1,0.26,0.0,0.26,0.26,0.26,big5_club
ESP,DF,30,1994,35,35,3071,34.1,3,2,5,3,0,0,11,1,0.09,0.06,0.15,0.09,0.15,big5_club
CMR,DF,23,2001,30,29,2542,28.2,1,2,3,1,0,0,7,0,0.04,0.07,0.11,0.04,0.11,big5_club
ESP,MF,22,2002,6,1,159,1.8,1,0,1,1,0,0,1,0,0.57,0.0,0.57,0.57,0.57,big5_club
ESP,MF,22,2002,19,8,952,10.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,20,2005,6,2,187,2.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,30,1994,20,19,1672,18.6,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,big5_club
ESP,MF,27,1998,36,35,3016,33.5,0,4,4,0,0,0,9,0,0.0,0.12,0.12,0.0,0.12,big5_club
ESP,DF,24,2001,28,17,1600,17.8,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,big5_club
ESP,DF,33,1992,15,7,649,7.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,MF,28,1997,27,2,446,5.0,2,2,4,2,0,0,3,0,0.4,0.4,0.81,0.4,0.81,big5_club
ESP,MF,31,1994,34,31,2293,25.5,0,1,1,0,0,0,6,0,0.0,0.04,0.04,0.0,0.04,big5_club
ESP,MF,31,1994,26,12,1201,13.3,0,2,2,0,0,0,3,0,0.0,0.15,0.15,0.0,0.15,big5_club
ESP,FW,24,2000,36,6,1041,11.6,7,1,8,7,0,0,2,1,0.61,0.09,0.69,0.61,0.69,big5_club
ESP,MF,22,2002,14,7,625,6.9,0,2,2,0,0,0,0,0,0.0,0.29,0.29,0.0,0.29,big5_club
ESP,"MF,FW",32,1993,35,28,2229,24.8,2,5,7,2,0,0,6,0,0.08,0.2,0.28,0.08,0.28,big5_club
ESP,GK,32,1993,37,37,3284,36.5,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,big5_club
SUR,"FW,MF",30,1995,9,0,158,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"DF,MF",28,1996,31,30,2547,28.3,1,1,2,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,big5_club
ESP,"MF,FW",22,2003,34,31,2656,29.5,6,2,8,6,0,0,3,0,0.2,0.07,0.27,0.2,0.27,big5_club
ESP,GK,29,1995,36,36,3240,36.0,0,1,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03,big5_club
ESP,MF,27,1997,37,31,2462,27.4,4,1,5,4,0,0,6,1,0.15,0.04,0.18,0.15,0.18,big5_club
ESP,MF,29,1996,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,31,1994,20,17,1611,17.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
ANG,DF,26,1999,22,20,1786,19.8,1,0,1,1,0,0,8,1,0.05,0.0,0.05,0.05,0.05,big5_club
ESP,DF,30,1995,25,22,2066,23.0,1,0,1,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,big5_club
CIV,DF,31,1994,15,15,1234,13.7,1,0,1,1,0,0,3,0,0.07,0.0,0.07,0.07,0.07,big5_club
URU,"FW,MF",27,1998,33,28,2439,27.1,9,1,10,7,2,2,7,3,0.33,0.04,0.37,0.26,0.3,big5_club
EGY,"MF,FW",23,2002,37,20,1942,21.6,0,3,3,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,big5_club
ROU,GK,27,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
MAR,"MF,FW",24,2001,36,30,2447,27.2,6,2,8,6,0,0,2,1,0.22,0.07,0.29,0.22,0.29,big5_club
ESP,DF,23,2002,25,20,1711,19.0,0,1,1,0,0,0,3,1,0.0,0.05,0.05,0.0,0.05,big5_club
CRO,"MF,FW",27,1998,14,6,486,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
GHA,MF,27,1998,26,21,1681,18.7,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,big5_club
BEL,MF,30,1995,19,15,1330,14.8,1,0,1,1,0,0,2,0,0.07,0.0,0.07,0.07,0.07,big5_club
ESP,DF,30,1995,20,11,1098,12.2,0,1,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,big5_club
SRB,"MF,FW",26,1999,19,8,742,8.2,1,0,1,1,0,0,4,1,0.12,0.0,0.12,0.12,0.12,big5_club
ESP,DF,19,2006,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,30,1995,29,27,2263,25.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
URU,MF,26,1998,19,12,1018,11.3,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,27,1997,3,3,225,2.5,0,1,1,0,0,0,1,0,0.0,0.4,0.4,0.0,0.4,big5_club
ESP,DF,21,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,27,1997,8,2,200,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,MF,17,2007,7,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NIG,DF,23,2002,27,18,1713,19.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
VEN,FW,35,1989,16,13,1032,11.5,2,0,2,2,0,1,2,0,0.17,0.0,0.17,0.17,0.17,big5_club
ESP,MF,40,1984,28,6,940,10.4,0,1,1,0,0,0,2,1,0.0,0.1,0.1,0.0,0.1,big5_club
ARG,MF,28,1997,32,23,2064,22.9,0,1,1,0,0,0,6,0,0.0,0.04,0.04,0.0,0.04,big5_club
URU,FW,23,2002,12,0,179,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ARG,"MF,FW",21,2004,16,9,817,9.1,0,4,4,0,0,0,4,0,0.0,0.44,0.44,0.0,0.44,big5_club
ESP,FW,24,2001,18,3,360,4.0,0,1,1,0,0,0,0,0,0.0,0.25,0.25,0.0,0.25,big5_club
GHA,DF,27,1998,3,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,FW,27,1998,26,11,1136,12.6,4,0,4,4,0,0,3,0,0.32,0.0,0.32,0.32,0.32,big5_club
URU,"DF,MF",33,1992,30,15,1486,16.5,2,0,2,2,0,0,3,0,0.12,0.0,0.12,0.12,0.12,big5_club
ROU,DF,27,1998,35,31,2807,31.2,0,4,4,0,0,0,9,0,0.0,0.13,0.13,0.0,0.13,big5_club
ARG,GK,29,1996,34,34,3060,34.0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,"MF,FW",23,2002,11,7,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,GK,28,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,DF,34,1991,36,36,3230,35.9,2,1,3,2,0,0,7,0,0.06,0.03,0.08,0.06,0.08,big5_club
ESP,"MF,FW",22,2002,29,12,1237,13.7,2,1,3,2,0,0,4,0,0.15,0.07,0.22,0.15,0.22,big5_club
ESP,MF,30,1994,28,14,1175,13.1,0,3,3,0,0,0,4,0,0.0,0.23,0.23,0.0,0.23,big5_club
MAR,"MF,FW",21,2004,11,7,709,7.9,0,1,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,big5_club
ESP,"MF,FW",30,1994,31,27,2248,25.0,3,3,6,1,2,3,10,1,0.12,0.12,0.24,0.04,0.16,big5_club
ALB,DF,33,1992,14,6,582,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,"FW,MF",28,1997,36,31,2463,27.4,10,1,11,9,1,1,3,0,0.37,0.04,0.4,0.33,0.37,big5_club
NED,DF,20,2004,9,3,446,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,DF,28,1997,10,7,470,5.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
SEN,DF,20,2004,24,22,1797,20.0,2,0,2,2,0,0,9,2,0.1,0.0,0.1,0.1,0.1,big5_club
SEN,"MF,DF",31,1994,29,20,1998,22.2,2,1,3,2,0,0,9,2,0.09,0.05,0.14,0.09,0.14,big5_club
ESP,MF,27,1998,34,21,1870,20.8,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05,big5_club
ESP,DF,22,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,27,1998,33,29,2682,29.8,1,2,3,1,0,0,6,1,0.03,0.07,0.1,0.03,0.1,big5_club
ANG,FW,27,1997,13,3,374,4.2,3,0,3,3,0,1,3,0,0.72,0.0,0.72,0.72,0.72,big5_club
ESP,MF,19,2006,3,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,"FW,MF",24,2001,22,8,823,9.1,5,1,6,5,0,0,3,1,0.55,0.11,0.66,0.55,0.66,big5_club
ESP,MF,29,1995,28,19,1612,17.9,0,4,4,0,0,0,8,1,0.0,0.22,0.22,0.0,0.22,big5_club
ESP,"MF,FW",32,1992,32,23,2101,23.3,4,5,9,4,0,0,3,0,0.17,0.21,0.39,0.17,0.39,big5_club
ARG,MF,37,1988,7,1,144,1.6,0,1,1,0,0,0,2,0,0.0,0.62,0.62,0.0,0.62,big5_club
ESP,MF,30,1994,33,26,2109,23.4,1,0,1,1,0,0,3,1,0.04,0.0,0.04,0.04,0.04,big5_club
MAR,"MF,FW",23,2001,29,26,2247,25.0,10,8,18,10,0,0,3,0,0.4,0.32,0.72,0.4,0.72,big5_club
ESP,GK,38,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,"DF,MF",29,1996,27,20,1808,20.1,4,2,6,4,0,0,6,1,0.2,0.1,0.3,0.2,0.3,big5_club
BRA,"MF,FW",25,2000,32,30,2447,27.2,8,6,14,8,0,0,6,1,0.29,0.22,0.51,0.29,0.51,big5_club
COL,FW,26,1999,32,30,2580,28.7,11,3,14,10,1,1,5,0,0.38,0.1,0.49,0.35,0.45,big5_club
COD,FW,34,1991,18,5,569,6.3,3,1,4,3,0,0,1,0,0.47,0.16,0.63,0.47,0.63,big5_club
ESP,MF,20,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,31,1993,18,14,1229,13.7,1,0,1,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07,big5_club
ARG,FW,31,1994,16,3,380,4.2,1,0,1,0,1,1,3,0,0.24,0.0,0.24,0.0,0.0,big5_club
ARG,MF,29,1996,24,15,1393,15.5,2,3,5,2,0,0,4,0,0.13,0.19,0.32,0.13,0.32,big5_club
ESP,DF,30,1995,27,20,1822,20.2,2,3,5,2,0,0,2,0,0.1,0.15,0.25,0.1,0.25,big5_club
ESP,MF,33,1992,8,1,233,2.6,1,1,2,0,1,1,0,0,0.39,0.39,0.77,0.0,0.39,big5_club
ESP,MF,18,2007,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
DOM,DF,28,1996,12,10,827,9.2,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11,big5_club
ESP,DF,34,1991,25,21,1978,22.0,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,big5_club
ESP,MF,28,1996,29,23,2026,22.5,1,1,2,1,0,0,1,0,0.04,0.04,0.09,0.04,0.09,big5_club
BRA,DF,24,2001,33,32,2807,31.2,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,big5_club
COL,MF,25,2000,20,8,743,8.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,MF,29,1996,37,34,2848,31.6,9,6,15,9,0,0,2,0,0.28,0.19,0.47,0.28,0.47,big5_club
ESP,MF,19,2006,15,2,388,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,GK,30,1994,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
SUI,DF,32,1992,23,18,1547,17.2,0,1,1,0,0,0,0,0,0.0,0.06,0.06,0.0,0.06,big5_club
ESP,MF,25,2000,25,7,821,9.1,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,big5_club
ESP,MF,23,2001,24,13,1186,13.2,1,2,3,1,0,0,3,0,0.08,0.15,0.23,0.08,0.23,big5_club
MAR,MF,28,1996,17,14,1295,14.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
ARG,DF,22,2003,28,19,1882,20.9,1,0,1,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,big5_club
MEX,MF,28,1997,9,8,542,6.0,1,0,1,1,0,0,0,0,0.17,0.0,0.17,0.17,0.17,big5_club
ESP,GK,28,1997,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,21,2004,13,7,584,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
UKR,GK,26,1999,6,6,540,6.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,big5_club
GER,DF,32,1993,18,16,1490,16.6,1,0,1,1,0,0,0,0,0.06,0.0,0.06,0.06,0.06,big5_club
TUR,MF,20,2005,33,25,2014,22.4,4,9,13,4,0,0,1,0,0.18,0.4,0.58,0.18,0.58,big5_club
FRA,MF,25,2000,33,31,2615,29.1,1,0,1,1,0,0,8,0,0.03,0.0,0.03,0.03,0.03,big5_club
MAR,"MF,FW",25,1999,30,13,1257,14.0,1,6,7,1,0,0,2,0,0.07,0.43,0.5,0.07,0.5,big5_club
ESP,MF,20,2004,5,0,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,33,1992,17,10,977,10.9,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09,big5_club
ESP,MF,28,1996,16,4,486,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,MF,18,2007,2,0,47,0.5,0,1,1,0,0,0,0,0,0.0,1.91,1.91,0.0,1.91,big5_club
AUT,DF,33,1992,11,5,424,4.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,21,2004,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,20,2005,28,24,2034,22.6,2,2,4,2,0,0,7,1,0.09,0.09,0.18,0.09,0.18,big5_club
ESP,DF,18,2007,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,22,2002,29,16,1528,17.0,1,0,1,1,0,0,2,0,0.06,0.0,0.06,0.06,0.06,big5_club
BRA,FW,19,2006,1,0,12,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,big5_club
URU,"MF,DF",27,1998,33,31,2740,30.4,5,8,13,5,0,0,3,1,0.16,0.26,0.43,0.16,0.43,big5_club
FRA,DF,30,1995,5,3,207,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,"DF,MF",25,1999,13,10,929,10.3,1,1,2,1,0,0,2,1,0.1,0.1,0.19,0.1,0.19,big5_club
ARG,"MF,FW",17,2007,23,11,1037,11.5,1,0,1,1,0,0,5,1,0.09,0.0,0.09,0.09,0.09,big5_club
ESP,FW,21,2004,30,9,964,10.7,6,1,7,6,0,0,2,0,0.56,0.09,0.65,0.56,0.65,big5_club
ESP,MF,19,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,22,2003,28,22,1916,21.3,6,4,10,6,0,0,3,0,0.28,0.19,0.47,0.28,0.47,big5_club
FRA,FW,26,1998,31,29,2599,28.9,25,5,30,17,8,9,4,0,0.87,0.17,1.04,0.59,0.76,big5_club
ESP,DF,21,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,MF,21,2004,4,1,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,22,2003,23,18,1708,19.0,2,0,2,2,0,0,4,0,0.11,0.0,0.11,0.11,0.11,big5_club
BRA,"MF,FW",24,2001,19,6,684,7.6,1,3,4,1,0,0,3,0,0.13,0.39,0.53,0.13,0.53,big5_club
ESP,MF,17,2007,10,8,592,6.6,0,2,2,0,0,0,2,0,0.0,0.3,0.3,0.0,0.3,big5_club
BEL,GK,33,1992,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,DF,26,1998,21,14,1163,12.9,0,4,4,0,0,0,4,0,0.0,0.31,0.31,0.0,0.31,big5_club
ESP,DF,18,2006,1,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,"FW,MF",25,2000,36,32,2815,31.3,16,5,21,12,4,5,8,0,0.51,0.16,0.67,0.38,0.54,big5_club
ESP,DF,22,2003,28,26,2332,25.9,2,3,5,2,0,0,5,1,0.08,0.12,0.19,0.08,0.19,big5_club
ESP,FW,22,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,DF,27,1998,16,14,1139,12.7,2,1,3,2,0,0,2,0,0.16,0.08,0.24,0.16,0.24,big5_club
ESP,DF,27,1997,21,9,848,9.4,1,0,1,1,0,0,1,0,0.11,0.0,0.11,0.11,0.11,big5_club
ESP,MF,23,2001,30,22,1763,19.6,3,5,8,3,0,0,5,0,0.15,0.26,0.41,0.15,0.41,big5_club
ESP,DF,31,1994,16,8,720,8.0,0,1,1,0,0,0,0,0,0.0,0.12,0.12,0.0,0.12,big5_club
ESP,FW,20,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
RUS,MF,22,2003,17,3,458,5.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,MF,23,2002,27,16,1348,15.0,0,3,3,0,0,0,7,0,0.0,0.2,0.2,0.0,0.2,big5_club
ESP,"MF,FW",28,1997,29,21,1660,18.4,6,2,8,5,1,2,4,1,0.33,0.11,0.43,0.27,0.38,big5_club
ESP,MF,28,1997,33,26,2317,25.7,4,3,7,4,0,0,3,1,0.16,0.12,0.27,0.16,0.27,big5_club
ESP,FW,19,2006,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CRO,DF,28,1996,27,24,2150,23.9,1,0,1,1,0,0,6,1,0.04,0.0,0.04,0.04,0.04,big5_club
POR,MF,28,1996,32,22,1823,20.3,8,4,12,8,0,0,3,0,0.39,0.2,0.59,0.39,0.59,big5_club
ESP,FW,20,2005,3,0,62,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,MF,18,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,28,1997,25,23,2082,23.1,0,1,1,0,0,0,9,0,0.0,0.04,0.04,0.0,0.04,big5_club
ESP,DF,22,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
KEN,MF,22,2003,2,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
VEN,DF,23,2002,35,31,2773,30.8,1,0,1,1,0,0,11,0,0.03,0.0,0.03,0.03,0.03,big5_club
ESP,MF,23,2002,30,26,2210,24.6,1,3,4,1,0,0,7,0,0.04,0.12,0.16,0.04,0.16,big5_club
ESP,FW,22,2002,7,0,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,19,2006,25,25,2250,25.0,2,0,2,2,0,0,6,0,0.08,0.0,0.08,0.08,0.08,big5_club
ESP,MF,19,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CRO,"MF,FW",22,2002,22,10,1022,11.4,3,1,4,3,0,0,1,0,0.26,0.09,0.35,0.26,0.35,big5_club
ESP,DF,21,2004,2,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,MF,23,2002,4,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,FW,28,1997,34,30,2710,30.1,15,4,19,8,7,7,3,0,0.5,0.13,0.63,0.27,0.4,big5_club
ISL,FW,20,2004,20,8,835,9.3,9,0,9,9,0,0,5,0,0.97,0.0,0.97,0.97,0.97,big5_club
ESP,MF,22,2003,34,15,1502,16.7,0,1,1,0,0,0,2,0,0.0,0.06,0.06,0.0,0.06,big5_club
ESP,DF,24,2000,35,30,2701,30.0,0,6,6,0,0,0,5,1,0.0,0.2,0.2,0.0,0.2,big5_club
JPN,MF,24,2001,24,17,1503,16.7,2,4,6,2,0,0,2,0,0.12,0.24,0.36,0.12,0.36,big5_club
NGA,FW,28,1997,5,2,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,GK,23,2001,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,"DF,MF",24,2001,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,MF,20,2005,5,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
VEN,MF,27,1998,12,6,526,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,GK,30,1995,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,29,1995,5,2,201,2.2,1,0,1,1,0,0,0,0,0.45,0.0,0.45,0.45,0.45,big5_club
BEL,"MF,FW",30,1995,12,2,321,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,"DF,MF",27,1998,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NGA,FW,25,2000,32,21,2064,22.9,10,3,13,7,3,3,3,0,0.44,0.13,0.57,0.31,0.44,big5_club
CHI,"FW,MF",36,1988,28,11,1308,14.5,4,2,6,3,1,1,3,0,0.28,0.14,0.41,0.21,0.34,big5_club
ESP,MF,26,1999,10,4,312,3.5,1,0,1,1,0,0,0,0,0.29,0.0,0.29,0.29,0.29,big5_club
FRA,MF,25,2000,27,19,1617,18.0,1,0,1,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,big5_club
ESP,"DF,MF",23,2002,35,29,2565,28.5,1,3,4,1,0,0,13,0,0.04,0.11,0.14,0.04,0.14,big5_club
ESP,DF,22,2003,19,13,1277,14.2,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,big5_club
NGA,"MF,FW",27,1998,27,6,932,10.4,1,1,2,1,0,0,0,0,0.1,0.1,0.19,0.1,0.19,big5_club
ESP,DF,35,1989,17,17,1213,13.5,0,1,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,big5_club
SUI,MF,28,1997,33,27,2187,24.3,5,4,9,5,0,0,6,0,0.21,0.16,0.37,0.21,0.37,big5_club
BEL,MF,27,1997,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5,big5_club
ARG,DF,26,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
POR,DF,31,1994,4,4,295,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CHI,"DF,MF",27,1997,29,25,2096,23.3,0,2,2,0,0,0,7,0,0.0,0.09,0.09,0.0,0.09,big5_club
ESP,"FW,MF",25,2000,29,18,1484,16.5,4,0,4,4,0,1,6,1,0.24,0.0,0.24,0.24,0.24,big5_club
ESP,MF,31,1994,3,0,25,0.3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,"MF,DF",22,2003,21,14,1408,15.6,2,3,5,2,0,0,1,0,0.13,0.19,0.32,0.13,0.32,big5_club
ESP,"MF,DF",21,2003,32,23,1990,22.1,0,3,3,0,0,0,6,1,0.0,0.14,0.14,0.0,0.14,big5_club
ESP,DF,23,2002,26,24,2203,24.5,2,0,2,2,0,0,1,0,0.08,0.0,0.08,0.08,0.08,big5_club
FRA,MF,23,2002,34,31,2686,29.8,1,3,4,1,0,0,12,0,0.03,0.1,0.13,0.03,0.13,big5_club
ESP,MF,21,2004,8,2,272,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,DF,29,1996,13,11,938,10.4,1,0,1,1,0,0,5,1,0.1,0.0,0.1,0.1,0.1,big5_club
ESP,FW,21,2004,4,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,28,1996,12,10,865,9.6,2,1,3,2,0,0,2,0,0.21,0.1,0.31,0.21,0.31,big5_club
SRB,"DF,MF",33,1991,34,26,2348,26.1,2,0,2,2,0,0,9,0,0.08,0.0,0.08,0.08,0.08,big5_club
GRE,GK,31,1994,33,33,2970,33.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
